freq_hz,gain_db
16650000000,18.688667
16660000000,18.692800
16670000000,18.696933
16680000000,18.701067
16690000000,18.705200
16700000000,18.709333
16710000000,18.713467
16720000000,18.717600
16730000000,18.721733
16740000000,18.725867
16750000000,18.730000
16760000000,18.734133
16770000000,18.738267
16780000000,18.742400
16790000000,18.746533
16800000000,18.750667
16810000000,18.754800
16820000000,18.758933
16830000000,18.763067
16840000000,18.767200
16850000000,18.771333
16860000000,18.775467
16870000000,18.779600
16880000000,18.783733
16890000000,18.787867
16900000000,18.792000
16910000000,18.796133
16920000000,18.800267
16930000000,18.804400
16940000000,18.808533
16950000000,18.812667
16960000000,18.816800
16970000000,18.820933
16980000000,18.825067
16990000000,18.829200
17000000000,18.833333
17010000000,18.837467
17020000000,18.841600
17030000000,18.845733
17040000000,18.849867
17050000000,18.854000
17060000000,18.858133
17070000000,18.862267
17080000000,18.866400
17090000000,18.870533
17100000000,18.874667
17110000000,18.878800
17120000000,18.882933
17130000000,18.887067
17140000000,18.891200
17150000000,18.895333
17160000000,18.899467
17170000000,18.903600
17180000000,18.907733
17190000000,18.911867
17200000000,18.916000
17210000000,18.920133
17220000000,18.924267
17230000000,18.928400
17240000000,18.932533
17250000000,18.936667
17260000000,18.940800
17270000000,18.944933
17280000000,18.949067
17290000000,18.953200
17300000000,18.957333
17310000000,18.961467
17320000000,18.965600
17330000000,18.969733
17340000000,18.973867
17350000000,18.978000
17360000000,18.982133
17370000000,18.986267
17380000000,18.990400
17390000000,18.994533
17400000000,18.998667
17410000000,19.002800
17420000000,19.006933
17430000000,19.011067
17440000000,19.015200
17450000000,19.019333
17460000000,19.023467
17470000000,19.027600
17480000000,19.031733
17490000000,19.035867
17500000000,19.040000
17510000000,19.044133
17520000000,19.048267
17530000000,19.052400
17540000000,19.056533
17550000000,19.060667
17560000000,19.064800
17570000000,19.068933
17580000000,19.073067
17590000000,19.077200
17600000000,19.081333
17610000000,19.085467
17620000000,19.089600
17630000000,19.093733
17640000000,19.097867
17650000000,19.102000
17660000000,19.106133
17670000000,19.110267
17680000000,19.114400
17690000000,19.118533
17700000000,19.122667
17710000000,19.126800
17720000000,19.130933
17730000000,19.135067
17740000000,19.139200
17750000000,19.143333
17760000000,19.147467
17770000000,19.151600
17780000000,19.155733
17790000000,19.159867
17800000000,19.164000
17810000000,19.168133
17820000000,19.172267
17830000000,19.176400
17840000000,19.180533
17850000000,19.184667
17860000000,19.188800
17870000000,19.192933
17880000000,19.197067
17890000000,19.201200
17900000000,19.205333
17910000000,19.209467
17920000000,19.213600
17930000000,19.217733
17940000000,19.221867
17950000000,19.226000
17960000000,19.230133
17970000000,19.234267
17980000000,19.238400
17990000000,19.242533
18000000000,19.246667
18010000000,19.250800
18020000000,19.254933
18030000000,19.259067
18040000000,19.263200
18050000000,19.267333
18060000000,19.271467
18070000000,19.275600
18080000000,19.279733
18090000000,19.283867
18100000000,19.288000
18110000000,19.292133
18120000000,19.296267
18130000000,19.300400
18140000000,19.304533
18150000000,19.308667
18160000000,19.312800
18170000000,19.316933
18180000000,19.321067
18190000000,19.325200
18200000000,19.329333
18210000000,19.333467
18220000000,19.337600
18230000000,19.341733
18240000000,19.345867
18250000000,19.350000
18260000000,19.354133
18270000000,19.358267
18280000000,19.362400
18290000000,19.366533
18300000000,19.370667
18310000000,19.374800
18320000000,19.378933
18330000000,19.383067
18340000000,19.387200
18350000000,19.391333
18360000000,19.395467
18370000000,19.399600
18380000000,19.403733
18390000000,19.407867
18400000000,19.412000
18410000000,19.416133
18420000000,19.420267
18430000000,19.424400
18440000000,19.428533
18450000000,19.432667
18460000000,19.436800
18470000000,19.440933
18480000000,19.445067
18490000000,19.449200
18500000000,19.453333
18510000000,19.457467
18520000000,19.461600
18530000000,19.465733
18540000000,19.469867
18550000000,19.474000
18560000000,19.478133
18570000000,19.482267
18580000000,19.486400
18590000000,19.490533
18600000000,19.494667
18610000000,19.498800
18620000000,19.502933
18630000000,19.507067
18640000000,19.511200
18650000000,19.515333
18660000000,19.519467
18670000000,19.523600
18680000000,19.527733
18690000000,19.531867
18700000000,19.536000
18710000000,19.540133
18720000000,19.544267
18730000000,19.548400
18740000000,19.552533
18750000000,19.556667
18760000000,19.560800
18770000000,19.564933
18780000000,19.569067
18790000000,19.573200
18800000000,19.577333
18810000000,19.581467
18820000000,19.585600
18830000000,19.589733
18840000000,19.593867
18850000000,19.598000
18860000000,19.602133
18870000000,19.606267
18880000000,19.610400
18890000000,19.614533
18900000000,19.618667
18910000000,19.622800
18920000000,19.626933
18930000000,19.631067
18940000000,19.635200
18950000000,19.639333
18960000000,19.643467
18970000000,19.647600
18980000000,19.651733
18990000000,19.655867
19000000000,19.660000
19010000000,19.664133
19020000000,19.668267
19030000000,19.672400
19040000000,19.676533
19050000000,19.680667
19060000000,19.684800
19070000000,19.688933
19080000000,19.693067
19090000000,19.697200
19100000000,19.701333
19110000000,19.705467
19120000000,19.709600
19130000000,19.713733
19140000000,19.717867
19150000000,19.722000
19160000000,19.726133
19170000000,19.730267
19180000000,19.734400
19190000000,19.738533
19200000000,19.742667
19210000000,19.746800
19220000000,19.750933
19230000000,19.755067
19240000000,19.759200
19250000000,19.763333
19260000000,19.767467
19270000000,19.771600
19280000000,19.775733
19290000000,19.779867
19300000000,19.784000
19310000000,19.788133
19320000000,19.792267
19330000000,19.796400
19340000000,19.800533
19350000000,19.804667
19360000000,19.808800
19370000000,19.812933
19380000000,19.817067
19390000000,19.821200
19400000000,19.825333
19410000000,19.829467
19420000000,19.833600
19430000000,19.837733
19440000000,19.841867
19450000000,19.846000
19460000000,19.850133
19470000000,19.854267
19480000000,19.858400
19490000000,19.862533
19500000000,19.866667
19510000000,19.870800
19520000000,19.874933
19530000000,19.879067
19540000000,19.883200
19550000000,19.887333
19560000000,19.891467
19570000000,19.895600
19580000000,19.899733
19590000000,19.903867
19600000000,19.908000
19610000000,19.912133
19620000000,19.916267
19630000000,19.920400
19640000000,19.924533
19650000000,19.928667
19660000000,19.932800
19670000000,19.936933
19680000000,19.941067
19690000000,19.945200
19700000000,19.949333
19710000000,19.953467
19720000000,19.957600
19730000000,19.961733
19740000000,19.965867
19750000000,19.970000
19760000000,19.974133
19770000000,19.978267
19780000000,19.982400
19790000000,19.986533
19800000000,19.990667
19810000000,19.994800
19820000000,19.998933
19830000000,20.003067
19840000000,20.007200
19850000000,20.011333
19860000000,20.015467
19870000000,20.019600
19880000000,20.023733
19890000000,20.027867
19900000000,20.032000
19910000000,20.036133
19920000000,20.040267
19930000000,20.044400
19940000000,20.048533
19950000000,20.052667
19960000000,20.056800
19970000000,20.060933
19980000000,20.065067
19990000000,20.069200
20000000000,20.073333
20010000000,20.077467
20020000000,20.081600
20030000000,20.085733
20040000000,20.089867
20050000000,20.094000
20060000000,20.098133
20070000000,20.102267
20080000000,20.106400
20090000000,20.110533
20100000000,20.114667
20110000000,20.118800
20120000000,20.122933
20130000000,20.127067
20140000000,20.131200
20150000000,20.135333
20160000000,20.139467
20170000000,20.143600
20180000000,20.147733
20190000000,20.151867
20200000000,20.156000
20210000000,20.160133
20220000000,20.164267
20230000000,20.168400
20240000000,20.172533
20250000000,20.176667
20260000000,20.180800
20270000000,20.184933
20280000000,20.189067
20290000000,20.193200
20300000000,20.197333
20310000000,20.201467
20320000000,20.205600
20330000000,20.209733
20340000000,20.213867
20350000000,20.218000
20360000000,20.222133
20370000000,20.226267
20380000000,20.230400
20390000000,20.234533
20400000000,20.238667
20410000000,20.242800
20420000000,20.246933
20430000000,20.251067
20440000000,20.255200
20450000000,20.259333
20460000000,20.263467
20470000000,20.267600
20480000000,20.271733
20490000000,20.275867
20500000000,20.280000
20510000000,20.284133
20520000000,20.288267
20530000000,20.292400
20540000000,20.296533
20550000000,20.300667
20560000000,20.304800
20570000000,20.308933
20580000000,20.313067
20590000000,20.317200
20600000000,20.321333
20610000000,20.325467
20620000000,20.329600
20630000000,20.333733
20640000000,20.337867
20650000000,20.342000
20660000000,20.346133
20670000000,20.350267
20680000000,20.354400
20690000000,20.358533
20700000000,20.362667
20710000000,20.366800
20720000000,20.370933
20730000000,20.375067
20740000000,20.379200
20750000000,20.383333
20760000000,20.387467
20770000000,20.391600
20780000000,20.395733
20790000000,20.399867
20800000000,20.404000
20810000000,20.408133
20820000000,20.412267
20830000000,20.416400
20840000000,20.420533
20850000000,20.424667
20860000000,20.428800
20870000000,20.432933
20880000000,20.437067
20890000000,20.441200
20900000000,20.445333
20910000000,20.449467
20920000000,20.453600
20930000000,20.457733
20940000000,20.461867
20950000000,20.466000
20960000000,20.470133
20970000000,20.474267
20980000000,20.478400
20990000000,20.482533
21000000000,20.486667
21010000000,20.490800
21020000000,20.494933
21030000000,20.499067
21040000000,20.503200
21050000000,20.507333
21060000000,20.511467
21070000000,20.515600
21080000000,20.519733
21090000000,20.523867
21100000000,20.528000
21110000000,20.532133
21120000000,20.536267
21130000000,20.540400
21140000000,20.544533
21150000000,20.548667
21160000000,20.552800
21170000000,20.556933
21180000000,20.561067
21190000000,20.565200
21200000000,20.569333
21210000000,20.573467
21220000000,20.577600
21230000000,20.581733
21240000000,20.585867
21250000000,20.590000
21260000000,20.594133
21270000000,20.598267
21280000000,20.602400
21290000000,20.606533
21300000000,20.610667
21310000000,20.614800
21320000000,20.618933
21330000000,20.623067
21340000000,20.627200
21350000000,20.631333
21360000000,20.635467
21370000000,20.639600
21380000000,20.643733
21390000000,20.647867
21400000000,20.652000
21410000000,20.656133
21420000000,20.660267
21430000000,20.664400
21440000000,20.668533
21450000000,20.672667
21460000000,20.676800
21470000000,20.680933
21480000000,20.685067
21490000000,20.689200
21500000000,20.693333
21510000000,20.697467
21520000000,20.701600
21530000000,20.705733
21540000000,20.709867
21550000000,20.714000
21560000000,20.718133
21570000000,20.722267
21580000000,20.726400
21590000000,20.730533
21600000000,20.734667
21610000000,20.738800
21620000000,20.742933
21630000000,20.747067
21640000000,20.751200
21650000000,20.755333
21660000000,20.759467
21670000000,20.763600
21680000000,20.767733
21690000000,20.771867
21700000000,20.776000
21710000000,20.780133
21720000000,20.784267
21730000000,20.788400
21740000000,20.792533
21750000000,20.796667
21760000000,20.800800
21770000000,20.804933
21780000000,20.809067
21790000000,20.813200
21800000000,20.817333
21810000000,20.821467
21820000000,20.825600
21830000000,20.829733
21840000000,20.833867
21850000000,20.838000
21860000000,20.842133
21870000000,20.846267
21880000000,20.850400
21890000000,20.854533
21900000000,20.858667
21910000000,20.862800
21920000000,20.866933
21930000000,20.871067
21940000000,20.875200
21950000000,20.879333
21960000000,20.883467
21970000000,20.887600
21980000000,20.891733
21990000000,20.895867
22000000000,20.900000
