freq_hz,gain_db
16130000000,12.378000
16140000000,12.384000
16150000000,12.390000
16160000000,12.396000
16170000000,12.402000
16180000000,12.408000
16190000000,12.414000
16200000000,12.420000
16210000000,12.426000
16220000000,12.432000
16230000000,12.438000
16240000000,12.444000
16250000000,12.450000
16260000000,12.456000
16270000000,12.462000
16280000000,12.468000
16290000000,12.474000
16300000000,12.480000
16310000000,12.486000
16320000000,12.492000
16330000000,12.498000
16340000000,12.504000
16350000000,12.510000
16360000000,12.516000
16370000000,12.522000
16380000000,12.528000
16390000000,12.534000
16400000000,12.540000
16410000000,12.546000
16420000000,12.552000
16430000000,12.558000
16440000000,12.564000
16450000000,12.570000
16460000000,12.576000
16470000000,12.582000
16480000000,12.588000
16490000000,12.594000
16500000000,12.600000
16510000000,12.606000
16520000000,12.612000
16530000000,12.618000
16540000000,12.624000
16550000000,12.630000
16560000000,12.636000
16570000000,12.642000
16580000000,12.648000
16590000000,12.654000
16600000000,12.660000
16610000000,12.666000
16620000000,12.672000
16630000000,12.678000
16640000000,12.684000
16650000000,12.690000
16660000000,12.696000
16670000000,12.702000
16680000000,12.708000
16690000000,12.714000
16700000000,12.720000
16710000000,12.726000
16720000000,12.732000
16730000000,12.738000
16740000000,12.744000
16750000000,12.750000
16760000000,12.756000
16770000000,12.762000
16780000000,12.768000
16790000000,12.774000
16800000000,12.780000
16810000000,12.786000
16820000000,12.792000
16830000000,12.798000
16840000000,12.804000
16850000000,12.810000
16860000000,12.816000
16870000000,12.822000
16880000000,12.828000
16890000000,12.834000
16900000000,12.840000
16910000000,12.846000
16920000000,12.852000
16930000000,12.858000
16940000000,12.864000
16950000000,12.870000
16960000000,12.876000
16970000000,12.882000
16980000000,12.888000
16990000000,12.894000
17000000000,12.900000
17010000000,12.906000
17020000000,12.912000
17030000000,12.918000
17040000000,12.924000
17050000000,12.930000
17060000000,12.936000
17070000000,12.942000
17080000000,12.948000
17090000000,12.954000
17100000000,12.960000
17110000000,12.966000
17120000000,12.972000
17130000000,12.978000
17140000000,12.984000
17150000000,12.990000
17160000000,12.996000
17170000000,13.002000
17180000000,13.008000
17190000000,13.014000
17200000000,13.020000
17210000000,13.026000
17220000000,13.032000
17230000000,13.038000
17240000000,13.044000
17250000000,13.050000
17260000000,13.056000
17270000000,13.062000
17280000000,13.068000
17290000000,13.074000
17300000000,13.080000
17310000000,13.086000
17320000000,13.092000
17330000000,13.098000
17340000000,13.104000
17350000000,13.110000
17360000000,13.116000
17370000000,13.122000
17380000000,13.128000
17390000000,13.134000
17400000000,13.140000
17410000000,13.146000
17420000000,13.152000
17430000000,13.158000
17440000000,13.164000
17450000000,13.170000
17460000000,13.176000
17470000000,13.182000
17480000000,13.188000
17490000000,13.194000
17500000000,13.200000
17510000000,13.204000
17520000000,13.208000
17530000000,13.212000
17540000000,13.216000
17550000000,13.220000
17560000000,13.224000
17570000000,13.228000
17580000000,13.232000
17590000000,13.236000
17600000000,13.240000
17610000000,13.244000
17620000000,13.248000
17630000000,13.252000
17640000000,13.256000
17650000000,13.260000
17660000000,13.264000
17670000000,13.268000
17680000000,13.272000
17690000000,13.276000
17700000000,13.280000
17710000000,13.284000
17720000000,13.288000
17730000000,13.292000
17740000000,13.296000
17750000000,13.300000
17760000000,13.304000
17770000000,13.308000
17780000000,13.312000
17790000000,13.316000
17800000000,13.320000
17810000000,13.324000
17820000000,13.328000
17830000000,13.332000
17840000000,13.336000
17850000000,13.340000
17860000000,13.344000
17870000000,13.348000
17880000000,13.352000
17890000000,13.356000
17900000000,13.360000
17910000000,13.364000
17920000000,13.368000
17930000000,13.372000
17940000000,13.376000
17950000000,13.380000
17960000000,13.384000
17970000000,13.388000
17980000000,13.392000
17990000000,13.396000
18000000000,13.400000
18010000000,13.406000
18020000000,13.412000
18030000000,13.418000
18040000000,13.424000
18050000000,13.430000
18060000000,13.436000
18070000000,13.442000
18080000000,13.448000
18090000000,13.454000
18100000000,13.460000
18110000000,13.466000
18120000000,13.472000
18130000000,13.478000
18140000000,13.484000
18150000000,13.490000
18160000000,13.496000
18170000000,13.502000
18180000000,13.508000
18190000000,13.514000
18200000000,13.520000
18210000000,13.526000
18220000000,13.532000
18230000000,13.538000
18240000000,13.544000
18250000000,13.550000
18260000000,13.556000
18270000000,13.562000
18280000000,13.568000
18290000000,13.574000
18300000000,13.580000
18310000000,13.586000
18320000000,13.592000
18330000000,13.598000
18340000000,13.604000
18350000000,13.610000
18360000000,13.616000
18370000000,13.622000
18380000000,13.628000
18390000000,13.634000
18400000000,13.640000
18410000000,13.646000
18420000000,13.652000
18430000000,13.658000
18440000000,13.664000
18450000000,13.670000
18460000000,13.676000
18470000000,13.682000
18480000000,13.688000
18490000000,13.694000
18500000000,13.700000
18510000000,13.706000
18520000000,13.712000
18530000000,13.718000
18540000000,13.724000
18550000000,13.730000
18560000000,13.736000
18570000000,13.742000
18580000000,13.748000
18590000000,13.754000
18600000000,13.760000
18610000000,13.766000
18620000000,13.772000
18630000000,13.778000
18640000000,13.784000
18650000000,13.790000
18660000000,13.796000
18670000000,13.802000
18680000000,13.808000
18690000000,13.814000
18700000000,13.820000
18710000000,13.826000
18720000000,13.832000
18730000000,13.838000
18740000000,13.844000
18750000000,13.850000
18760000000,13.856000
18770000000,13.862000
18780000000,13.868000
18790000000,13.874000
18800000000,13.880000
18810000000,13.886000
18820000000,13.892000
18830000000,13.898000
18840000000,13.904000
18850000000,13.910000
18860000000,13.916000
18870000000,13.922000
18880000000,13.928000
18890000000,13.934000
18900000000,13.940000
18910000000,13.946000
18920000000,13.952000
18930000000,13.958000
18940000000,13.964000
18950000000,13.970000
18960000000,13.976000
18970000000,13.982000
18980000000,13.988000
18990000000,13.994000
19000000000,14.000000
19010000000,14.004000
19020000000,14.008000
19030000000,14.012000
19040000000,14.016000
19050000000,14.020000
19060000000,14.024000
19070000000,14.028000
19080000000,14.032000
19090000000,14.036000
19100000000,14.040000
19110000000,14.044000
19120000000,14.048000
19130000000,14.052000
19140000000,14.056000
19150000000,14.060000
19160000000,14.064000
19170000000,14.068000
19180000000,14.072000
19190000000,14.076000
19200000000,14.080000
19210000000,14.084000
19220000000,14.088000
19230000000,14.092000
19240000000,14.096000
19250000000,14.100000
19260000000,14.104000
19270000000,14.108000
19280000000,14.112000
19290000000,14.116000
19300000000,14.120000
19310000000,14.124000
19320000000,14.128000
19330000000,14.132000
19340000000,14.136000
19350000000,14.140000
19360000000,14.144000
19370000000,14.148000
19380000000,14.152000
19390000000,14.156000
19400000000,14.160000
19410000000,14.164000
19420000000,14.168000
19430000000,14.172000
19440000000,14.176000
19450000000,14.180000
19460000000,14.184000
19470000000,14.188000
19480000000,14.192000
19490000000,14.196000
19500000000,14.200000
19510000000,14.204000
19520000000,14.208000
19530000000,14.212000
19540000000,14.216000
19550000000,14.220000
19560000000,14.224000
19570000000,14.228000
19580000000,14.232000
19590000000,14.236000
19600000000,14.240000
19610000000,14.244000
19620000000,14.248000
19630000000,14.252000
19640000000,14.256000
19650000000,14.260000
19660000000,14.264000
19670000000,14.268000
19680000000,14.272000
19690000000,14.276000
19700000000,14.280000
19710000000,14.284000
19720000000,14.288000
19730000000,14.292000
19740000000,14.296000
19750000000,14.300000
19760000000,14.304000
19770000000,14.308000
19780000000,14.312000
19790000000,14.316000
19800000000,14.320000
19810000000,14.324000
19820000000,14.328000
19830000000,14.332000
19840000000,14.336000
19850000000,14.340000
19860000000,14.344000
19870000000,14.348000
19880000000,14.352000
19890000000,14.356000
19900000000,14.360000
19910000000,14.364000
19920000000,14.368000
19930000000,14.372000
19940000000,14.376000
19950000000,14.380000
19960000000,14.384000
19970000000,14.388000
19980000000,14.392000
19990000000,14.396000
20000000000,14.400000
20010000000,14.400000
20020000000,14.400000
20030000000,14.400000
20040000000,14.400000
20050000000,14.400000
20060000000,14.400000
20070000000,14.400000
20080000000,14.400000
20090000000,14.400000
20100000000,14.400000
20110000000,14.400000
20120000000,14.400000
20130000000,14.400000
20140000000,14.400000
20150000000,14.400000
20160000000,14.400000
20170000000,14.400000
20180000000,14.400000
20190000000,14.400000
20200000000,14.400000
20210000000,14.400000
20220000000,14.400000
20230000000,14.400000
20240000000,14.400000
20250000000,14.400000
20260000000,14.400000
20270000000,14.400000
20280000000,14.400000
20290000000,14.400000
20300000000,14.400000
20310000000,14.400000
20320000000,14.400000
20330000000,14.400000
20340000000,14.400000
20350000000,14.400000
20360000000,14.400000
20370000000,14.400000
20380000000,14.400000
20390000000,14.400000
20400000000,14.400000
20410000000,14.400000
20420000000,14.400000
20430000000,14.400000
20440000000,14.400000
20450000000,14.400000
20460000000,14.400000
20470000000,14.400000
20480000000,14.400000
20490000000,14.400000
20500000000,14.400000
20510000000,14.398000
20520000000,14.396000
20530000000,14.394000
20540000000,14.392000
20550000000,14.390000
20560000000,14.388000
20570000000,14.386000
20580000000,14.384000
20590000000,14.382000
20600000000,14.380000
20610000000,14.378000
20620000000,14.376000
20630000000,14.374000
20640000000,14.372000
20650000000,14.370000
20660000000,14.368000
20670000000,14.366000
20680000000,14.364000
20690000000,14.362000
20700000000,14.360000
20710000000,14.358000
20720000000,14.356000
20730000000,14.354000
20740000000,14.352000
20750000000,14.350000
20760000000,14.348000
20770000000,14.346000
20780000000,14.344000
20790000000,14.342000
20800000000,14.340000
20810000000,14.338000
20820000000,14.336000
20830000000,14.334000
20840000000,14.332000
20850000000,14.330000
20860000000,14.328000
20870000000,14.326000
20880000000,14.324000
20890000000,14.322000
20900000000,14.320000
20910000000,14.318000
20920000000,14.316000
20930000000,14.314000
20940000000,14.312000
20950000000,14.310000
20960000000,14.308000
20970000000,14.306000
20980000000,14.304000
20990000000,14.302000
21000000000,14.300000
21010000000,14.304000
21020000000,14.308000
21030000000,14.312000
21040000000,14.316000
21050000000,14.320000
21060000000,14.324000
21070000000,14.328000
21080000000,14.332000
21090000000,14.336000
21100000000,14.340000
21110000000,14.344000
21120000000,14.348000
21130000000,14.352000
21140000000,14.356000
21150000000,14.360000
21160000000,14.364000
21170000000,14.368000
21180000000,14.372000
21190000000,14.376000
21200000000,14.380000
21210000000,14.384000
21220000000,14.388000
21230000000,14.392000
21240000000,14.396000
21250000000,14.400000
21260000000,14.404000
21270000000,14.408000
21280000000,14.412000
21290000000,14.416000
21300000000,14.420000
21310000000,14.424000
21320000000,14.428000
21330000000,14.432000
21340000000,14.436000
21350000000,14.440000
21360000000,14.444000
21370000000,14.448000
21380000000,14.452000
21390000000,14.456000
21400000000,14.460000
21410000000,14.464000
21420000000,14.468000
21430000000,14.472000
21440000000,14.476000
21450000000,14.480000
21460000000,14.484000
21470000000,14.488000
21480000000,14.492000
21490000000,14.496000
21500000000,14.500000
21510000000,14.506000
21520000000,14.512000
21530000000,14.518000
21540000000,14.524000
21550000000,14.530000
21560000000,14.536000
21570000000,14.542000
21580000000,14.548000
21590000000,14.554000
21600000000,14.560000
21610000000,14.566000
21620000000,14.572000
21630000000,14.578000
21640000000,14.584000
21650000000,14.590000
21660000000,14.596000
21670000000,14.602000
21680000000,14.608000
21690000000,14.614000
21700000000,14.620000
21710000000,14.626000
21720000000,14.632000
21730000000,14.638000
21740000000,14.644000
21750000000,14.650000
21760000000,14.656000
21770000000,14.662000
21780000000,14.668000
21790000000,14.674000
21800000000,14.680000
21810000000,14.686000
21820000000,14.692000
21830000000,14.698000
21840000000,14.704000
21850000000,14.710000
21860000000,14.716000
21870000000,14.722000
21880000000,14.728000
21890000000,14.734000
21900000000,14.740000
21910000000,14.746000
21920000000,14.752000
21930000000,14.758000
21940000000,14.764000
21950000000,14.770000
21960000000,14.776000
21970000000,14.782000
21980000000,14.788000
21990000000,14.794000
22000000000,14.800000
